location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE-HH,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.975,61.8,COVID-19
DE-HH,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.975,60.8,COVID-19
DE-HH,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.975,60,COVID-19
DE-HH,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.975,74,COVID-19
DE-HH,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.975,89,COVID-19
DE-HH,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.975,98,COVID-19
DE-HH,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.975,168,COVID-19
DE-HH,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.975,149,COVID-19
DE-HH,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.975,150,COVID-19
DE-HH,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.975,146,COVID-19
DE-HH,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.975,163,COVID-19
DE-HH,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.975,180,COVID-19
DE-HH,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.975,271.3,COVID-19
DE-HH,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.975,190.9,COVID-19
DE-HH,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.975,190.9,COVID-19
DE-HH,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.975,189.8,COVID-19
DE-HH,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.975,189.8,COVID-19
DE-HH,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.975,201.6,COVID-19
DE-HH,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.975,212.3,COVID-19
DE-HH,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.975,163,COVID-19
DE-HH,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.975,218.8,COVID-19
DE-HH,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.975,316.4,COVID-19
DE-HH,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.975,322.8,COVID-19
DE-HH,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.975,322.8,COVID-19
DE-HH,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.975,323.9,COVID-19
DE-HH,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.975,320.7,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,mean,NA,54.6,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,mean,NA,71.3,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,mean,NA,86.6,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,mean,NA,116.9,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,mean,NA,119,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,mean,NA,121.4,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,mean,NA,127,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,mean,NA,131.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,mean,NA,144.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,mean,NA,240.6,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,mean,NA,193.3,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,mean,NA,192.2,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,mean,NA,196.3,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,mean,NA,221.9,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,mean,NA,244.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,mean,NA,287.4,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,mean,NA,170.3,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,mean,NA,177.3,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,mean,NA,178.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,mean,NA,174.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,mean,NA,166.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,mean,NA,173.6,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,mean,NA,165.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,mean,NA,232.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,mean,NA,391.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,mean,NA,395.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,mean,NA,395.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,mean,NA,421.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,mean,NA,468.2,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.025,49.1728222996516,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.025,62.4055944055944,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.025,83.9083591331269,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.025,114.9356242497,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.025,116.974264705882,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.025,117,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.025,123,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.025,128,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.025,141,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.025,236,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.025,189,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.025,188,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.025,193,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.025,218,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.025,241,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.025,284.825198938992,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.025,169.712533875339,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.025,176.675447154472,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.025,177.572961222092,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.025,173.232941176471,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.025,166.665921487098,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.025,173,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.025,165,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.025,232.019078341014,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.025,391.028224852071,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.025,395.028224852071,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.025,395.037222222222,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.025,421.04,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.025,468.05,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.1,51.8131386861314,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.1,63.8727272727273,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.1,84,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.1,114,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.1,116.789473684211,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.1,119.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.1,125.25,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.1,129,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.1,142,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.1,236,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.1,189,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.1,190.469333333333,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.1,194,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.1,220,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.1,242,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.1,287.250847457627,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.1,170.237724550898,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.1,176.982222222222,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.1,177.886717557252,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.1,174.018983050847,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.1,166.548235294118,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.1,173.184186046512,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.1,165.064,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.1,232.064,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.1,391.096,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.1,395.096,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.1,395.111515151515,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.1,421.16,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.1,468.2,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.25,52.163082437276,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.25,64.0169642857143,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.25,84.0428571428571,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.25,113.941176470588,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.25,116.411764705882,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.25,120,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.25,125.780487804878,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.25,130.5,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.25,141.809677419355,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.25,237.545454545455,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.25,192.684210526316,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.25,191.857142857143,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.25,195,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.25,221,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.25,243,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.25,287.4,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.25,170.3,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.25,177.3,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.25,178.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.25,174.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.25,166.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.25,174.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.25,165.6,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.25,232.1,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.25,391.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.25,395.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.25,395.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.25,421.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.25,468.2,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.5,53,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.5,70,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.5,86,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.5,117,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.5,119,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.5,121,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.5,127,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.5,132,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.5,145,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.5,240,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.5,193,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.5,192,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.5,196,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.5,222,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.5,245,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.5,288,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.5,170,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.5,177,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.5,178,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.5,175,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.5,167,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.5,174,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.5,165,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.5,232,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.5,391,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.5,395,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.5,395,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.5,421,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.5,468,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.75,55.9121863799283,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.75,75.0518668831169,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.75,88.8375,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.75,118.613003095975,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.75,120.294117647059,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.75,123,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.75,127.609756097561,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.75,132.666666666667,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.75,146.793548387097,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.75,243.272727272727,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.75,194.105263157895,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.75,192.714285714286,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.75,198,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.75,224,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.75,246,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.75,287.4,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.75,170.3,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.75,177.3,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.75,178.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.75,174.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.75,166.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.75,173,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.75,166.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.75,233.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.75,392.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.75,396.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.75,396.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.75,422.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.75,469.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.9,56.6598540145985,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.9,77.6909090909091,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.9,90,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.9,120,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.9,121.210526315789,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.9,123.133333333333,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.9,128.75,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.9,135,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.9,148,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.9,247.4,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.9,198.492307692308,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.9,194.402666666667,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.9,199,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.9,225,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.9,248,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.9,287.623728813559,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.9,175.7,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.9,182.7,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.9,183.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.9,175.754576271186,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.9,171.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.9,178.4,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.9,168.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.9,235.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.9,394.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.9,398.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.9,398.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.9,426.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.9,473.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.975,59.0404181184669,COVID-19
DE-MV,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.975,79.9120435120435,COVID-19
DE-MV,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.975,89.8897832817337,COVID-19
DE-MV,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.975,120.354591836735,COVID-19
DE-MV,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.975,122.376225490196,COVID-19
DE-MV,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.975,132.6,COVID-19
DE-MV,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.975,137,COVID-19
DE-MV,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.975,142.2,COVID-19
DE-MV,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.975,155.2,COVID-19
DE-MV,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.975,251.4,COVID-19
DE-MV,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.975,204.7,COVID-19
DE-MV,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.975,203.8,COVID-19
DE-MV,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.975,202,COVID-19
DE-MV,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.975,228,COVID-19
DE-MV,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.975,251,COVID-19
DE-MV,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.975,292.398143236074,COVID-19
DE-MV,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.975,183.7,COVID-19
DE-MV,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.975,190.7,COVID-19
DE-MV,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.975,191.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.975,187.2,COVID-19
DE-MV,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.975,176,COVID-19
DE-MV,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.975,182.4,COVID-19
DE-MV,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.975,174.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.975,241.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.975,400.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.975,404.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.975,404.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.975,434.8,COVID-19
DE-MV,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.975,482.6,COVID-19
DE-NW,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,mean,NA,611,COVID-19
